record_id,Age,Gender,Weight_kg,Height_m,BMI,BMI_Index,Body_Fat_Pct,Max_BPM,Avg_BPM,Resting_BPM,Session_Duration_hrs,Calories_Burned,Workout_Type,Water_Intake_L,Workout_Frequency_wk,Experience_Level,Fitness_Goal,Activity_Level,Daily_Calories_Intake,Sleep_Hours,Stress_Level,is_duplicate_flag,source
11232,38,F,49.0,1.536,20.77,2,34.2,198,105,61,0.5,519,strength,3.35,2,1,Weight Loss,Active,4385,4.7,2,0,Kaggle_BMIDataset
11233,72,female,63.0,1.652,23.08,2,40.9,187,175,97,2.91,,N/A,3.84,5,2,Build Muscle,Moderate,3285,7.0,10,0,Kaggle_FitnessMetrics
11234,18,F,69.9,1.648,25.74,3,41.6,179,138,94,2.62,946,Strength,3.46,2,,Weight Loss,Light,1760,6.8,6,0,Kaggle_FitnessMetrics
11235,32,female,85.6,1.626,32.38,4,23.1,175,107,60,2.62,576,,3.2,1,,Build Muscle,Very Active,1310,6.5,3,0,Kaggle_FitnessMetrics
11236,46,Male,60.6,1.807,18.56,2,37.0,188,166,59,0.86,763,Cardio,2.39,6,3,bulking,Moderate,3472,3.9,9,0,Kaggle_GymMembers
11237,27,M,83.1,1.748,27.2,3,49.1,197,118,69,2.56,327,,2.87,7,1,Build Muscle,sedentary,2558,4.8,,0,Kaggle_BMIDataset
11238,27,FEMALE,37.0,1.652,13.56,0,20.3,156,160,43,2.51,1140,N/A,0.53,4,2,Maintenance,sedentary,2506,5.3,4,0,Kaggle_GymMembers
11239,52,MALE,53.6,1.673,19.15,2,17.0,200,159,49,2.57,715,cardio,0.61,3,1,maintenance,Moderate,2228,6.5,9,0,Kaggle_FitnessMetrics
11240,52,M,82.8,1.677,29.44,3,37.1,144,132,44,2.2,1237,yoga,2.7,7,1,,Moderate,3741,8.1,6,0,Kaggle_FitnessMetrics
11241,61,male,59.5,1.624,22.56,2,46.4,172,150,42,0.78,800,N/A,3.13,6,,weight loss,Active,1743,5.8,1,0,Kaggle_BMIDataset
11242,45,male,60.8,1.863,17.52,1,19.3,160,113,42,1.42,872,Cardio,2.75,6,1,Lose Weight,Sedentary,3369,6.7,7,0,Kaggle_BMIDataset
11243,58,M,61.5,1.958,16.04,1,27.2,194,,53,2.53,1444,HIIT,3.21,3,1,Muscle Gain,,1121,5.7,4,0,Kaggle_BMIDataset
11244,61,Male,71.0,1.627,26.82,3,44.8,177,141,44,1.11,285,Yoga,0.77,1,2,cutting,Sedentary,2349,4.6,5,0,Kaggle_GymMembers
11245,26,F,69.7,1.492,31.31,4,18.1,186,118,,1.23,765,hiit,1.26,1,2,cutting,Light,4181,7.8,3,0,Kaggle_FitnessMetrics
11246,43,male,87.7,1.694,30.56,4,8.3,156,171,45,1.99,1379,N/A,3.17,3,3,Build Muscle,Light,3750,5.1,8,0,Kaggle_BMIDataset
11247,45,Female,55.0,1.547,22.98,2,47.2,141,130,49,0.33,361,Cardio,1.03,,3,maintenance,Very Active,4035,10.1,4,0,Kaggle_BMIDataset
11248,42,M,80.3,1.639,29.89,3,8.1,143,107,45,0.65,990,cardio,2.99,,2,weight loss,sedentary,3975,8.6,,0,Kaggle_FitnessMetrics
11249,41,MALE,70.1,1.702,24.2,2,37.3,175,155,81,2.1,1464,strength,1.28,4,2,Muscle Gain,Light,1799,4.8,1,0,Kaggle_GymMembers
11250,76,male,56.1,1.731,18.72,2,24.3,154,129,51,1.46,252,N/A,2.33,7,3,maintenance,Light,3862,7.3,5,1,Kaggle_GymMembers
11251,33,Male,82.3,1.868,23.59,2,46.8,160,136,86,1.91,1422,Cardio,0.59,,1,maintenance,lightly active,811,4.8,9,0,Kaggle_BMIDataset
11252,71,female,40.9,1.546,17.11,1,40.8,158,109,93,2.74,,Yoga,2.99,1,1,weight loss,lightly active,1489,8.4,5,0,Kaggle_FitnessMetrics
11253,52,F,77.4,1.542,32.55,4,52.1,147,102,62,2.7,432,N/A,1.33,3,3,Muscle Gain,Very Active,817,5.1,1,0,Kaggle_FitnessMetrics
11254,43,male,91.7,1.649,33.72,4,21.8,189,160,,2.36,290,HIIT,1.21,6,3,maintenance,Very Active,876,6.3,10,0,Kaggle_FitnessMetrics
11255,57,Female,56.8,1.649,20.89,2,9.9,196,110,91,0.5,154,Yoga,2.59,,2,Weight Loss,,4163,6.2,2,0,Kaggle_BMIDataset
11256,78,Male,67.9,1.604,26.39,3,20.1,150,151,96,2.09,1329,yoga,1.18,4,3,maintenance,Light,3301,7.2,10,0,Kaggle_BMIDataset
11257,46,M,74.0,1.646,27.31,3,44.6,176,171,52,1.43,1363,Cardio,2.11,6,,Weight Loss,sedentary,2943,6.2,6,0,Kaggle_BMIDataset
11258,22,M,62.0,1.699,21.48,2,35.0,152,158,70,2.51,339,strength,2.27,1,3,,Light,3180,7.6,10,0,Kaggle_BMIDataset
11259,56,FEMALE,54.6,1.57,22.15,2,,168,105,43,1.8,1114,Strength,0.89,6,3,maintenance,sedentary,858,6.5,10,0,Kaggle_FitnessMetrics
11260,74,M,90.3,1.825,27.11,3,47.2,,132,96,1.2,1397,yoga,0.64,5,3,Weight Loss,Very Active,1265,6.8,2,0,Kaggle_BMIDataset
11261,69,Female,90.6,1.629,34.14,4,7.6,,140,83,0.74,381,Yoga,0.6,7,1,,Moderate,,9.1,9,0,Kaggle_FitnessMetrics
11262,68,F,89.0,1.581,35.61,4,46.7,147,126,87,2.17,889,yoga,3.23,1,,Weight Loss,Very Active,2096,8.7,10,0,Kaggle_GymMembers
11263,52,F,67.0,1.734,22.28,2,35.3,170,175,84,0.99,198,cardio,2.63,,1,cutting,sedentary,2609,5.2,2,0,Kaggle_FitnessMetrics
11264,33,MALE,69.9,1.782,22.01,2,45.2,169,107,44,1.23,870,yoga,2.33,3,,Maintenance,Very Active,2863,6.5,,0,Kaggle_GymMembers
11265,57,male,70.8,1.709,24.24,2,49.3,151,159,69,0.97,1100,yoga,1.4,3,,Muscle Gain,Moderate,3525,4.1,6,0,Kaggle_FitnessMetrics
11266,42,Male,54.9,1.862,15.83,0,16.8,193,160,75,0.35,,Strength,0.52,3,,,Light,3055,10.9,7,0,Kaggle_BMIDataset
11267,20,M,93.9,1.667,33.79,4,,166,123,62,0.76,737,Strength,3.64,7,,Lose Weight,Light,1490,,5,0,Kaggle_GymMembers
11268,13,FEMALE,101.41251999999999,1.556,41.89,5,9.9,146,141,68,1.01,693,strength,2.74,5,3,Build Muscle,Very Active,1501,7.9,9,0,Kaggle_BMIDataset
11269,69,F,67.1,1.41,33.75,4,,151,130,85,1.34,1458,Cardio,2.43,6,3,bulking,Light,1127,6.7,1,0,Kaggle_FitnessMetrics
11270,51,Male,72.7,1.589,28.79,3,34.4,176,155,48,1.19,770,Cardio,3.22,2,2,bulking,sedentary,2781,5.5,10,0,Kaggle_GymMembers
11271,24,MALE,80.2,1.495,35.88,4,17.3,174,132,69,1.68,688,cardio,3.99,4,2,Muscle Gain,lightly active,3063,8.9,7,0,Kaggle_GymMembers
11272,33,M,89.7,1.818,27.14,3,15.3,140,140,48,1.01,315,yoga,1.16,5,3,maintenance,,2987,6.2,8,0,Kaggle_GymMembers
11273,46,Male,68.6,1.68,24.31,2,50.1,150,175,57,0.6,1336,yoga,3.23,7,3,,Active,4326,8.0,,0,Kaggle_FitnessMetrics
11274,28,F,68.6,1.552,28.48,3,34.4,143,175,76,0.86,1397,yoga,0.67,2,3,Build Muscle,Sedentary,1306,8.1,6,0,Kaggle_BMIDataset
11275,45,Female,56.7,,,,42.6,160,170,95,1.13,301,N/A,3.32,5,3,muscle gain,Moderate,4428,9.5,5,0,Kaggle_FitnessMetrics
11276,77,Male,58.2,1.729,19.47,2,23.7,175,159,100,1.33,197,,3.45,,,bulking,lightly active,1555,6.2,7,0,Kaggle_GymMembers
11277,48,male,70.2,1.842,20.69,2,24.4,159,122,92,0.61,434,HIIT,0.99,,3,Build Muscle,Very Active,3220,7.3,5,1,Kaggle_BMIDataset
11278,43,F,58.0,1.638,21.62,2,,183,128,52,0.4,414,Strength,2.27,,,Muscle Gain,sedentary,1155,5.5,4,0,Kaggle_GymMembers
11279,43,female,71.6,1.622,27.22,3,46.4,195,105,45,0.63,880,strength,2.32,3,3,Muscle Gain,Light,2458,7.7,8,0,Kaggle_GymMembers
11280,76,FEMALE,47.2,1.542,19.85,2,19.4,164,114,52,1.76,960,cardio,1.95,7,,cutting,Active,2755,1.8,5,0,Kaggle_GymMembers
11281,39,female,84.4,1.554,34.95,4,16.7,175,122,64,1.63,1274,Strength,0.76,4,,weight loss,lightly active,3645,7.8,9,0,Kaggle_FitnessMetrics
11282,34,FEMALE,80.6,1.659,29.28,3,28.2,144,112,61,2.48,1060,hiit,1.66,7,,Muscle Gain,lightly active,1485,7.5,5,0,Kaggle_GymMembers
11283,13,M,98.3,1.692,34.34,4,27.6,192,136,91,1.72,1364,yoga,3.89,,3,bulking,lightly active,2061,7.1,4,0,Kaggle_BMIDataset
11284,52,Male,65.6,1.527,28.13,3,10.3,159,151,88,0.29,1473,cardio,1.3,,1,Build Muscle,Very Active,1123,,,0,Kaggle_BMIDataset
11285,36,male,36.0,1.793,11.2,0,17.5,199,167,70,0.96,,,1.26,4,2,cutting,,3553,9.4,2,1,Kaggle_FitnessMetrics
11286,15,Male,78.2,1.83,23.35,2,38.2,140,131,67,1.0,127,hiit,0.62,5,,Lose Weight,Light,3923,7.2,2,0,Kaggle_BMIDataset
11287,40,male,52.8,1.585,21.02,2,9.5,169,175,44,2.85,815,Cardio,3.63,2,,muscle gain,Active,3651,6.7,10,0,Kaggle_FitnessMetrics
11288,56,F,71.6,1.6,27.97,3,21.1,173,115,89,1.74,1417,Strength,3.71,1,3,Stay Fit,,4301,7.4,5,0,Kaggle_BMIDataset
11289,43,FEMALE,25.7,1.565,10.49,0,6.2,173,166,95,0.86,732,HIIT,3.11,1,2,Stay Fit,Sedentary,3213,7.0,1,0,Kaggle_GymMembers
11290,42,female,67.6,1.494,30.29,4,13.9,183,167,75,2.39,684,hiit,2.04,7,,bulking,Light,1429,7.2,8,0,Kaggle_FitnessMetrics
11291,49,male,69.8,1.739,23.08,2,22.2,151,155,86,1.78,158,Yoga,3.2,3,1,Maintenance,,3587,5.6,7,0,Kaggle_FitnessMetrics
11292,71,male,86.1,1.735,28.6,3,27.5,178,106,93,2.07,298,Yoga,3.45,1,2,Weight Loss,Light,1030,7.6,5,0,Kaggle_GymMembers
11293,61,female,45.7,1.572,18.49,1,48.0,171,158,75,2.73,1297,HIIT,3.01,,3,muscle gain,Active,2067,8.0,1,0,Kaggle_FitnessMetrics
11294,28,F,53.1,1.581,21.24,2,54.4,165,140,85,1.51,285,Cardio,0.68,6,,cutting,,3523,6.3,3,0,Kaggle_FitnessMetrics
11295,59,female,73.3,1.549,30.55,4,51.5,197,109,78,1.91,991,Strength,2.16,1,1,bulking,sedentary,2646,8.0,3,0,Kaggle_GymMembers
11296,69,MALE,68.5,1.688,24.04,2,47.6,,111,80,2.97,336,,2.86,7,2,Stay Fit,,3694,6.7,4,0,Kaggle_GymMembers
11297,80,F,82.8,1.608,32.02,4,27.9,191,104,65,0.71,711,cardio,1.14,7,1,Lose Weight,Moderate,2811,,10,0,Kaggle_GymMembers
11298,30,M,63.3,1.784,19.89,2,22.0,195,126,57,1.5,747,Cardio,2.89,6,2,Weight Loss,Very Active,1951,8.0,4,0,Kaggle_GymMembers
11299,18,FEMALE,66.4,1.633,24.9,2,6.6,200,164,74,1.08,283,hiit,1.42,,1,Maintenance,Very Active,,8.6,7,0,Kaggle_BMIDataset
11300,13,Male,63.3,1.713,21.57,2,45.8,179,163,41,0.53,269,strength,1.82,4,1,Weight Loss,Moderate,1409,6.3,7,0,Kaggle_FitnessMetrics
11301,30,M,88.4,1.795,27.44,3,38.3,141,167,90,0.31,663,Strength,0.84,5,1,,,2354,9.8,7,0,Kaggle_BMIDataset
11302,28,Male,72.6,1.804,22.31,2,32.5,,174,94,2.72,198,Strength,3.84,4,3,Weight Loss,sedentary,3128,7.6,7,0,Kaggle_BMIDataset
11303,62,male,84.7,1.705,29.14,3,,195,170,63,0.71,154,N/A,0.6,2,,,,1979,8.5,5,0,Kaggle_GymMembers
11304,29,FEMALE,62.6,1.719,21.18,2,16.7,189,100,99,2.65,1389,Cardio,3.65,,2,,Active,1500,5.9,5,0,Kaggle_FitnessMetrics
11305,58,F,60.5,1.626,22.88,2,51.2,167,119,97,1.92,359,hiit,2.36,,3,cutting,Very Active,1719,9.1,6,0,Kaggle_BMIDataset
11306,30,FEMALE,47.4,1.636,17.71,1,54.3,142,169,93,1.54,602,hiit,1.23,,2,cutting,,3690,5.1,2,0,Kaggle_GymMembers
11307,47,F,75.9,1.732,25.3,3,,165,151,94,1.38,437,,3.9,4,1,muscle gain,,1163,6.1,4,0,Kaggle_BMIDataset
11308,32,Male,65.5,1.555,27.09,3,42.3,167,111,48,0.52,1318,Strength,1.3,,3,Weight Loss,Active,2889,8.4,3,0,Kaggle_FitnessMetrics
11309,75,FEMALE,87.0,1.536,36.88,4,16.0,,147,95,2.17,,Cardio,2.87,1,1,,Very Active,2186,5.3,1,0,Kaggle_FitnessMetrics
11310,18,FEMALE,65.8,1.546,27.53,3,20.5,160,109,100,2.95,307,,2.97,4,1,Muscle Gain,,3603,2.8,7,0,Kaggle_GymMembers
11311,70,female,55.8,1.567,22.72,2,43.6,189,114,68,2.67,704,strength,3.61,4,3,Weight Loss,Very Active,3511,,3,0,Kaggle_BMIDataset
11312,39,MALE,85.1,1.675,30.33,4,6.7,147,172,65,0.8,1226,Cardio,2.58,3,3,Lose Weight,,3231,6.5,2,0,Kaggle_GymMembers
11313,34,male,69.0,1.641,25.62,3,20.5,147,154,86,2.39,193,,3.85,7,,bulking,Moderate,2301,6.9,8,0,Kaggle_BMIDataset
11314,73,F,53.9,1.582,21.54,2,5.2,152,103,69,2.93,113,HIIT,2.41,7,2,bulking,Very Active,3503,7.9,10,0,Kaggle_GymMembers
11315,40,F,52.0,1.58,20.83,2,6.6,179,102,40,2.39,1316,N/A,1.62,6,,maintenance,,2827,6.9,10,0,Kaggle_BMIDataset
11316,43,FEMALE,83.0,1.609,32.06,4,51.4,188,174,50,1.62,1154,strength,2.63,2,3,cutting,,3154,6.5,2,0,Kaggle_BMIDataset
11317,57,male,71.9,1.772,22.9,2,27.3,140,103,89,1.54,1458,yoga,2.13,4,3,Build Muscle,Moderate,3738,,5,0,Kaggle_BMIDataset
11318,59,female,61.8,1.625,23.4,2,25.8,157,118,51,2.47,1431,Strength,2.31,3,2,weight loss,Light,3769,6.1,6,0,Kaggle_FitnessMetrics
11319,26,Male,72.3,1.75,23.61,2,,167,144,83,0.49,886,Strength,1.79,3,3,muscle gain,Moderate,2128,8.2,8,0,Kaggle_BMIDataset
11320,57,MALE,102.9,1.731,34.34,4,50.8,157,113,92,2.61,489,,2.56,2,2,maintenance,Light,1631,5.0,1,0,Kaggle_FitnessMetrics
11321,35,female,66.7,1.444,31.99,4,51.9,179,123,56,2.99,368,Strength,2.39,3,2,weight loss,lightly active,2805,8.0,4,0,Kaggle_BMIDataset
11322,14,F,81.2,1.738,26.88,3,34.8,177,100,46,0.49,600,Strength,1.28,5,3,Build Muscle,Very Active,2152,6.8,3,0,Kaggle_FitnessMetrics
11323,74,MALE,88.0,1.729,29.44,3,38.2,155,,43,2.5,1130,N/A,0.51,7,3,weight loss,lightly active,3856,9.6,6,0,Kaggle_BMIDataset
11324,34,Male,82.7,1.729,27.66,3,31.9,168,145,68,0.73,723,hiit,2.42,2,1,cutting,Sedentary,2492,8.8,9,0,Kaggle_FitnessMetrics
11325,76,FEMALE,58.6,1.512,25.63,3,32.6,142,161,83,0.56,783,strength,2.13,5,,bulking,Very Active,3261,9.6,1,0,Kaggle_BMIDataset
11326,50,MALE,79.3,1.675,28.26,3,50.0,150,108,71,1.92,235,Yoga,1.73,4,,,Moderate,3437,4.8,1,0,Kaggle_BMIDataset
11327,34,Male,96.9,1.743,31.9,4,24.9,149,116,68,0.64,1259,strength,2.99,2,1,Muscle Gain,Very Active,,5.5,,0,Kaggle_BMIDataset
11328,46,Male,78.3,1.56,32.17,4,40.2,193,159,59,0.61,1018,Yoga,1.16,7,3,Muscle Gain,Active,1785,6.2,9,0,Kaggle_FitnessMetrics
11329,19,male,59.1,1.682,20.89,2,52.7,200,148,100,1.64,818,Yoga,3.73,7,3,weight loss,Very Active,3678,5.8,8,0,Kaggle_FitnessMetrics
11330,47,Female,68.4,1.516,29.76,3,9.5,184,107,41,0.49,540,Cardio,2.3,2,3,muscle gain,Sedentary,2775,6.8,4,0,Kaggle_GymMembers
11331,79,Female,50.6,1.665,18.25,1,42.7,168,102,42,2.59,503,N/A,0.6,4,,muscle gain,Active,1190,3.9,7,0,Kaggle_BMIDataset
11332,24,Male,60.1,1.669,21.58,2,32.8,153,122,46,1.38,,Cardio,1.3,6,1,Maintenance,Very Active,4225,3.7,4,0,Kaggle_BMIDataset
11333,58,MALE,64.1,1.809,19.59,2,37.0,185,114,87,2.48,215,N/A,0.53,1,,,Sedentary,2683,4.5,7,0,Kaggle_FitnessMetrics
11334,33,Male,155.42570999999998,1.55,64.69,5,54.5,196,175,76,1.59,340,strength,3.98,2,,,,2620,5.6,4,0,Kaggle_BMIDataset
11335,35,FEMALE,64.2,1.619,24.49,2,43.2,176,165,95,2.22,525,Yoga,1.65,2,3,Muscle Gain,Sedentary,1000,6.3,7,0,Kaggle_GymMembers
11336,62,Female,84.2,1.534,35.78,4,27.8,171,142,78,1.38,1069,HIIT,1.11,,,weight loss,lightly active,3028,7.4,3,0,Kaggle_FitnessMetrics
11337,19,Female,63.5,1.492,28.53,3,22.7,163,129,57,0.63,526,Cardio,0.82,1,3,,Light,1911,7.7,,0,Kaggle_FitnessMetrics
11338,31,FEMALE,29.1,1.663,10.52,0,,141,122,89,1.7,892,Cardio,0.52,4,,weight loss,lightly active,1484,7.6,4,0,Kaggle_GymMembers
11339,39,F,50.1,1.561,20.56,2,13.6,161,105,63,0.85,974,,1.91,4,,muscle gain,Very Active,,9.6,1,0,Kaggle_BMIDataset
11340,67,Female,80.0,1.51,35.09,4,25.1,161,141,75,0.63,281,cardio,0.51,3,3,Stay Fit,lightly active,2152,7.6,10,0,Kaggle_GymMembers
11341,61,F,71.4,1.537,30.22,4,27.5,141,140,55,0.6,718,Strength,3.01,6,3,Lose Weight,lightly active,2747,8.4,10,0,Kaggle_FitnessMetrics
11342,75,M,66.1,1.643,24.49,2,48.9,172,162,68,2.85,804,yoga,0.74,5,,bulking,Sedentary,4057,9.5,9,0,Kaggle_GymMembers
11343,21,M,35.6,1.69,12.46,0,43.3,165,110,41,0.73,528,Cardio,3.32,5,2,cutting,Very Active,931,6.6,2,0,Kaggle_FitnessMetrics
11344,77,MALE,75.2,1.506,33.16,4,26.8,179,114,72,1.17,242,cardio,0.79,1,1,Muscle Gain,lightly active,2297,8.9,2,0,Kaggle_FitnessMetrics
11345,60,MALE,82.0,1.675,29.23,3,46.5,165,110,41,0.4,385,Strength,1.15,5,3,,Light,1063,5.0,10,0,Kaggle_GymMembers
11346,56,Female,56.1,1.603,21.83,2,14.3,154,143,77,2.44,826,Strength,1.1,5,,Build Muscle,Active,1768,8.4,8,0,Kaggle_BMIDataset
11347,70,Female,46.1,1.523,19.87,2,37.0,171,174,69,1.87,1499,Strength,1.84,7,1,Stay Fit,Sedentary,1336,9.0,6,0,Kaggle_GymMembers
11348,42,FEMALE,45.0,1.65,16.53,1,7.5,163,140,55,2.22,267,strength,3.16,7,3,Lose Weight,Very Active,1063,7.3,3,1,Kaggle_GymMembers
11349,16,F,94.1,1.57,38.18,4,30.6,186,122,81,0.77,1255,Cardio,3.8,4,3,bulking,sedentary,837,,7,0,Kaggle_FitnessMetrics
11350,55,Male,84.3,1.69,29.52,3,32.3,194,172,71,1.81,866,Strength,2.37,7,2,Maintenance,Moderate,,7.7,1,0,Kaggle_FitnessMetrics
11351,68,male,94.2,1.692,32.9,4,17.1,145,158,79,0.51,742,yoga,0.75,7,3,cutting,Active,4096,6.6,,0,Kaggle_GymMembers
11352,49,Female,71.7,1.587,28.47,3,12.7,190,170,66,1.67,,N/A,2.77,5,2,Build Muscle,Very Active,3533,4.8,10,0,Kaggle_FitnessMetrics
11353,59,F,69.9,1.631,26.28,3,45.4,171,114,80,0.33,712,N/A,1.19,7,,weight loss,,2038,5.5,7,0,Kaggle_FitnessMetrics
11354,45,FEMALE,31.7,1.56,13.03,0,23.9,170,150,49,2.68,1473,Strength,3.18,2,3,Weight Loss,Moderate,3351,4.4,5,0,Kaggle_BMIDataset
11355,65,Female,76.8,1.533,32.68,4,19.9,162,120,84,2.65,685,Strength,1.84,5,1,Lose Weight,Active,2003,5.4,8,0,Kaggle_GymMembers
11356,42,M,51.2,1.748,16.76,1,47.7,150,124,66,1.6,474,HIIT,3.41,2,2,muscle gain,lightly active,3576,4.7,3,0,Kaggle_BMIDataset
11357,59,Male,84.4,1.634,31.61,4,53.3,160,112,75,2.63,1277,strength,2.47,2,2,Build Muscle,Active,3543,7.9,1,0,Kaggle_GymMembers
11358,37,male,46.7,1.819,14.11,0,34.7,185,167,45,0.66,253,strength,1.5,1,2,weight loss,Very Active,4182,6.5,3,0,Kaggle_FitnessMetrics
11359,19,F,70.2,1.719,23.76,2,36.7,176,105,86,1.99,835,yoga,2.91,4,3,Maintenance,lightly active,1380,8.5,6,0,Kaggle_GymMembers
11360,20,MALE,50.9,1.677,18.1,1,21.7,149,128,45,2.26,716,N/A,2.47,4,3,weight loss,Light,3758,7.3,3,0,Kaggle_FitnessMetrics
11361,36,F,69.3,1.656,25.27,3,5.8,146,171,52,2.68,545,cardio,1.38,2,1,muscle gain,sedentary,2004,7.7,5,0,Kaggle_GymMembers
11362,43,M,87.8,1.727,29.44,3,9.3,,,95,1.81,1085,Cardio,2.22,7,1,maintenance,sedentary,4404,6.1,8,0,Kaggle_GymMembers
11363,13,Female,55.7,1.745,18.29,1,9.4,173,116,58,1.75,1311,HIIT,2.68,1,2,muscle gain,sedentary,3665,4.3,7,0,Kaggle_BMIDataset
11364,42,F,35.3,1.577,14.19,0,38.1,155,155,,1.21,579,Cardio,1.52,6,,,Very Active,4351,,,0,Kaggle_FitnessMetrics
11365,40,MALE,80.7,1.739,26.69,3,13.3,146,128,86,1.7,162,strength,2.04,2,1,Weight Loss,,4352,6.6,10,0,Kaggle_BMIDataset
11366,22,male,62.2,1.781,19.61,2,42.5,173,114,56,2.73,1218,cardio,0.51,2,2,,,4474,7.5,4,0,Kaggle_GymMembers
11367,49,F,41.8,1.684,14.74,0,50.2,148,133,87,2.57,975,Strength,1.83,1,,maintenance,lightly active,4358,8.3,2,0,Kaggle_GymMembers
11368,30,Male,68.6,166.1,24.86,2,27.4,152,147,45,0.31,713,strength,3.81,,,,Moderate,3499,5.4,4,0,Kaggle_FitnessMetrics
11369,74,F,57.9,1.603,22.53,2,47.9,182,124,40,0.89,900,cardio,2.74,5,,Muscle Gain,Moderate,2777,8.7,7,0,Kaggle_GymMembers
11370,55,MALE,82.3,1.704,28.34,3,22.5,173,109,78,2.08,1374,hiit,1.89,,,weight loss,lightly active,3855,6.9,4,0,Kaggle_GymMembers
11371,66,F,67.1,1.652,24.59,2,28.4,147,145,41,0.44,808,HIIT,0.63,7,1,,Moderate,3250,7.0,10,0,Kaggle_GymMembers
11372,77,Male,87.6,1.732,29.2,3,28.2,194,123,80,2.87,1119,strength,3.84,,2,muscle gain,lightly active,2582,5.7,4,0,Kaggle_FitnessMetrics
11373,75,F,67.7,1.59,26.78,3,46.2,169,133,45,1.11,928,Yoga,3.46,4,3,Build Muscle,lightly active,2667,4.2,8,0,Kaggle_GymMembers
11374,27,F,60.2,1.611,23.2,2,21.5,181,140,44,1.62,435,Strength,0.79,,1,Lose Weight,Very Active,4043,7.3,5,1,Kaggle_BMIDataset
11375,40,Female,45.8,1.614,17.58,1,20.6,159,126,72,3.0,461,yoga,2.09,7,3,weight loss,,4431,,7,0,Kaggle_BMIDataset
11376,21,Male,69.5,1.734,23.11,2,40.1,190,159,97,0.36,1449,N/A,1.63,,,Maintenance,Very Active,3685,8.1,9,0,Kaggle_BMIDataset
11377,25,FEMALE,51.6,1.68,18.28,1,50.3,169,170,70,1.39,278,cardio,2.45,3,3,Lose Weight,Light,4473,3.5,7,0,Kaggle_FitnessMetrics
11378,65,female,70.1,1.667,25.23,3,20.6,161,115,76,1.23,384,Cardio,3.32,4,3,Maintenance,,3022,6.5,9,0,Kaggle_GymMembers
11379,69,F,69.4,1.716,23.57,2,8.3,145,123,79,1.16,463,Cardio,2.09,2,2,,Very Active,4485,6.2,2,0,Kaggle_BMIDataset
11380,30,MALE,64.6,1.804,19.85,2,43.8,140,103,66,2.4,1395,N/A,2.82,7,,,Moderate,3690,8.4,4,0,Kaggle_GymMembers
11381,34,F,51.1,1.64,19.0,2,42.5,184,,43,0.89,330,Strength,2.86,4,2,Muscle Gain,Active,2569,5.8,9,0,Kaggle_BMIDataset
11382,60,Male,73.8,1.645,27.27,3,24.5,144,171,84,2.72,875,Strength,1.68,1,,Build Muscle,sedentary,1954,7.5,2,0,Kaggle_GymMembers
11383,31,MALE,79.4,1.721,26.81,3,34.0,175,134,89,1.53,962,cardio,3.71,2,3,Maintenance,Very Active,2231,9.4,3,0,Kaggle_BMIDataset
11384,76,M,74.5,1.722,25.12,3,54.1,183,161,89,1.4,155,,2.19,5,2,,Moderate,1471,7.3,9,0,Kaggle_FitnessMetrics
11385,27,M,92.5,1.789,28.9,3,11.9,169,104,76,1.4,1371,strength,3.95,1,1,Maintenance,sedentary,,8.6,8,0,Kaggle_GymMembers
11386,50,M,70.6,1.747,23.13,2,22.9,161,111,89,0.46,346,HIIT,2.79,7,,weight loss,Very Active,3382,7.0,3,0,Kaggle_FitnessMetrics
11387,38,F,103.17621599999998,1.571,41.8,5,40.4,,126,93,1.57,136,Strength,2.89,2,3,Muscle Gain,Moderate,850,7.0,10,0,Kaggle_GymMembers
11388,31,female,59.4,1.58,23.79,2,6.6,174,122,94,1.44,1192,,0.84,4,2,muscle gain,sedentary,,7.9,6,0,Kaggle_GymMembers
11389,72,M,57.1,1.719,19.32,2,10.2,172,137,55,1.98,1104,cardio,0.63,3,,Maintenance,Light,2601,8.6,3,0,Kaggle_FitnessMetrics
11390,17,Male,100.1,1.601,39.05,4,7.3,193,131,,2.97,117,yoga,0.7,7,3,Muscle Gain,sedentary,1120,6.3,1,0,Kaggle_GymMembers
11391,80,M,69.8,1.731,23.29,2,47.0,158,,75,1.83,477,Strength,2.75,6,1,Lose Weight,Active,4040,8.1,9,0,Kaggle_GymMembers
11392,65,MALE,101.1,1.633,37.91,4,36.3,186,163,42,0.75,1472,Cardio,1.3,4,1,Maintenance,Sedentary,1494,7.2,4,0,Kaggle_FitnessMetrics
11393,69,FEMALE,49.3,1.601,19.23,2,42.3,192,170,58,2.08,1218,Strength,2.43,,3,maintenance,Moderate,,8.6,9,0,Kaggle_GymMembers
11394,41,Female,48.6,1.541,20.47,2,53.1,196,105,75,1.61,1321,cardio,0.58,2,2,Stay Fit,Sedentary,4442,8.6,4,0,Kaggle_GymMembers
11395,63,Male,80.9,1.686,28.46,3,35.1,165,159,90,0.87,1324,Strength,3.64,7,,Build Muscle,Sedentary,1162,6.7,7,0,Kaggle_BMIDataset
11396,56,male,88.6,1.752,28.86,3,46.4,180,119,88,0.26,976,Cardio,1.77,1,2,cutting,Active,4365,5.9,6,0,Kaggle_FitnessMetrics
11397,67,male,86.1,1.678,30.58,4,13.6,173,143,63,2.77,1100,yoga,2.44,5,3,cutting,Sedentary,1982,6.1,2,0,Kaggle_FitnessMetrics
