food_id,food_name,region,category,calories_per_100g,protein_g,carbs_g,fat_g,fiber_g,glycemic_index,meal_type,is_high_protein,is_low_carb,is_vegan,allergens,source
2814,Paneer Bhurji (stir-fried),North,Veg,239,13.7,4.8,19.2,0.9,25,breakfast|lunch|dinner|snack,1,1,1,none,Synthetic (ICMR schema)
2815,Prawn Biryani (shallow-fried),South,Non-Veg,228,13.7,28.8,8.1,1.0,65,lunch|dinner,1,0,0,none,Synthetic (ICMR schema)
2816,Dal Baati (grilled),West,Veg,378,10.0,57.7,13.9,5.2,60,breakfast|lunch|dinner|snack,1,0,1,none,Synthetic (ICMR schema)
2817,Egg Dosa (steamed),South,Egg,177,7.9,21.7,6.9,0.2,65,breakfast|lunch|snack,0,0,0,none,Synthetic (ICMR schema)
2818,Matar Paneer (air-fried),North,Veg,191,9.9,13.8,12.8,2.6,38,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2819,Fish Tikka (shallow-fried),North,Non-Veg,180,25.0,3.5,8.0,0.4,20,lunch|dinner,1,1,0,none,Synthetic (ICMR schema)
2820,Aloo Paratha (baked),North,Veg,301,6.9,44.0,11.7,2.8,66,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2821,Laal Maas (baked),West,Non-Veg,281,24.0,4.5,20.0,1.3,22,lunch|dinner,1,1,0,none,Synthetic (ICMR schema)
2822,Laal Maas (shallow-fried),West,Non-Veg,276,23.8,4.5,19.7,1.0,22,lunch|dinner,1,1,0,none,Synthetic (ICMR schema)
2823,Egg Fried Rice (shallow-fried),East,Egg,207,7.8,33.3,6.1,1.2,72,breakfast|lunch|snack,0,0,0,none,Synthetic (ICMR schema)
2824,Thukpa (shallow-fried),East,Non-Veg,147,8.3,21.0,3.3,1.8,55,lunch|dinner,0,0,0,none,Synthetic (ICMR schema)
2825,Egg Fried Rice (stir-fried),East,Egg,219,8.0,34.8,6.5,0.7,72,breakfast|lunch|snack,0,0,0,none,Synthetic (ICMR schema)
2826,Thukpa (baked),East,Non-Veg,162,8.7,22.7,3.6,1.9,55,lunch|dinner,0,0,0,none,Synthetic (ICMR schema)
2827,Thukpa (baked),East,Non-Veg,147,8.3,21.1,3.3,2.3,55,lunch|dinner,0,0,0,none,Synthetic (ICMR schema)
2828,Veg Pulao (steamed),North,Veg,155,3.4,29.2,3.4,1.5,68,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2829,Momos (veg) (grilled),East,Veg,188,5.6,29.0,5.8,2.1,60,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2830,Veg Pulao (stir-fried),North,Veg,164,3.5,30.6,3.6,1.3,68,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2831,Chicken Fried Rice (grilled),East,Non-Veg,237,11.9,35.7,6.4,0.9,72,lunch|dinner,1,0,0,none,Synthetic (ICMR schema)
2832,Palak Dal (shallow-fried),North,Veg,103,7.2,15.1,2.3,2.9,32,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2833,Laal Maas (air-fried),West,Non-Veg,301,24.9,4.8,21.5,1.1,22,lunch|dinner,1,1,0,none,Synthetic (ICMR schema)
2834,Laal Maas (steamed),West,Non-Veg,271,23.6,4.4,19.3,1.1,22,lunch|dinner,1,1,0,none,Synthetic (ICMR schema)
2835,Vegetable Biryani (grilled),North,Veg,185,4.5,32.0,5.5,2.1,64,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2836,Aloo Paratha (grilled),North,Veg,312,7.0,45.2,12.1,2.9,66,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2837,Ker Sangri (baked),West,Veg,100,3.6,14.6,3.2,4.7,42,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2838,Aloo Sabzi (baked),North,Veg,94,1.9,17.2,3.3,2.1,60,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2839,Gatte Ki Sabzi (air-fried),West,Veg,206,7.9,25.6,9.8,2.3,48,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2840,Momos (veg) (baked),East,Veg,193,5.7,29.6,5.9,2.1,60,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2841,Kadala Curry (steamed),South,Veg,170,8.8,25.2,3.7,5.9,28,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2842,Kadala Curry (steamed),South,Veg,149,8.2,22.7,3.3,6.2,28,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2843,Egg Fried Rice (steamed),East,Egg,234,8.3,36.8,6.9,1.2,72,breakfast|lunch|snack,0,0,0,none,Synthetic (ICMR schema)
2844,Laal Maas (steamed),West,Non-Veg,296,24.7,4.7,21.1,0.9,22,lunch|dinner,1,1,0,none,Synthetic (ICMR schema)
2845,Momos (chicken) (air-fried),East,Non-Veg,194,11.8,25.4,6.3,1.6,60,lunch|dinner,1,0,0,none,Synthetic (ICMR schema)
2846,Aloo Paratha (grilled),North,Veg,314,7.0,45.5,12.2,3.0,66,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2847,Veg Pulao (grilled),North,Veg,157,3.5,29.5,3.4,1.8,68,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2848,Palak Dal (air-fried),North,Veg,113,7.6,16.3,2.6,3.2,32,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2849,Chicken Shawarma (grilled),North,Non-Veg,306,20.6,26.1,12.7,1.6,55,lunch|dinner,1,0,0,none,Synthetic (ICMR schema)
2850,Gatte Ki Sabzi (air-fried),West,Veg,198,7.8,24.8,9.4,2.7,48,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2851,Fish Tikka (baked),North,Non-Veg,170,24.3,3.3,7.6,0.7,20,lunch|dinner,1,1,0,none,Synthetic (ICMR schema)
2852,Paneer Bhurji (baked),North,Veg,259,14.2,5.1,20.7,0.7,25,breakfast|lunch|dinner|snack,1,1,1,none,Synthetic (ICMR schema)
2853,Palak Dal (baked),North,Veg,112,7.6,16.2,2.5,3.2,32,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2854,Mutton Keema (steamed),North,Non-Veg,248,21.9,4.0,17.9,0.8,22,lunch|dinner,1,1,0,none,Synthetic (ICMR schema)
2855,Mutton Keema (shallow-fried),North,Non-Veg,243,21.7,3.9,17.5,0.9,22,lunch|dinner,1,1,0,none,Synthetic (ICMR schema)
2856,Chicken Shawarma (steamed),North,Non-Veg,297,20.2,25.5,12.3,1.5,55,lunch|dinner,1,0,0,none,Synthetic (ICMR schema)
2857,Prawn Biryani (steamed),South,Non-Veg,251,14.3,31.1,8.9,0.7,65,lunch|dinner,1,0,0,none,Synthetic (ICMR schema)
2858,Kadala Curry (grilled),South,Veg,169,8.7,25.0,3.7,5.7,28,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2859,Momos (chicken) (air-fried),East,Non-Veg,214,12.4,27.4,6.9,1.7,60,lunch|dinner,1,0,0,none,Synthetic (ICMR schema)
2860,Palak Dal (baked),North,Veg,111,7.5,16.1,2.5,3.2,32,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2861,Fish Tikka (shallow-fried),North,Non-Veg,188,25.6,3.6,8.4,0.4,20,lunch|dinner,1,1,0,none,Synthetic (ICMR schema)
2862,Vegetable Biryani (steamed),North,Veg,178,4.4,31.0,5.3,1.9,64,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2863,Chicken Shawarma (air-fried),North,Non-Veg,279,19.6,24.2,11.5,1.6,55,lunch|dinner,1,0,0,none,Synthetic (ICMR schema)
2864,Paneer Bhurji (grilled),North,Veg,265,14.4,5.2,21.2,0.8,25,breakfast|lunch|dinner|snack,1,1,1,none,Synthetic (ICMR schema)
2865,Egg Dosa (grilled),South,Egg,174,7.9,21.5,6.8,0.7,65,breakfast|lunch|snack,0,0,0,none,Synthetic (ICMR schema)
2866,Laal Maas (baked),West,Non-Veg,273,23.7,4.4,19.5,0.9,22,lunch|dinner,1,1,0,none,Synthetic (ICMR schema)
2867,Palak Dal (air-fried),North,Veg,113,7.6,16.4,2.6,3.1,32,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2868,Laal Maas (air-fried),West,Non-Veg,285,24.2,4.6,20.3,1.0,22,lunch|dinner,1,1,0,none,Synthetic (ICMR schema)
2869,Gatte Ki Sabzi (grilled),West,Veg,209,8.0,25.9,10.0,2.3,48,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2870,Chicken Fried Rice (stir-fried),East,Non-Veg,223,11.6,33.9,6.0,0.8,72,lunch|dinner,1,0,0,none,Synthetic (ICMR schema)
2871,Ker Sangri (stir-fried),West,Veg,92,3.4,13.6,2.9,4.4,42,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2872,Laal Maas (grilled),West,Non-Veg,272,23.7,4.4,19.5,0.7,22,lunch|dinner,1,1,0,none,Synthetic (ICMR schema)
2873,Palak Dal (stir-fried),North,Veg,106,7.4,15.5,2.4,2.8,32,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2874,Thukpa (baked),East,Non-Veg,161,8.7,22.6,3.6,2.3,55,lunch|dinner,0,0,0,none,Synthetic (ICMR schema)
2875,Fish Tikka (air-fried),North,Non-Veg,168,24.1,3.3,7.4,0.8,20,lunch|dinner,1,1,0,none,Synthetic (ICMR schema)
2876,Fish Tikka (steamed),North,Non-Veg,180,25.0,3.5,8.0,0.6,20,lunch|dinner,1,1,0,none,Synthetic (ICMR schema)
2877,Momos (veg) (steamed),East,Veg,188,5.6,29.0,5.8,2.1,60,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2878,Momos (chicken) (air-fried),East,Non-Veg,205,12.1,26.5,6.6,1.3,60,lunch|dinner,1,0,0,none,Synthetic (ICMR schema)
2879,Fish Tikka (baked),North,Non-Veg,189,25.6,3.6,8.4,0.7,20,lunch|dinner,1,1,0,none,Synthetic (ICMR schema)
2880,Kadala Curry (shallow-fried),South,Veg,168,8.7,24.9,3.7,5.9,28,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2881,Egg Fried Rice (air-fried),East,Egg,217,7.9,34.6,6.4,0.9,72,breakfast|lunch|snack,0,0,0,none,Synthetic (ICMR schema)
2882,Thukpa (grilled),East,Non-Veg,162,8.7,22.8,3.7,2.3,55,lunch|dinner,0,0,0,none,Synthetic (ICMR schema)
2883,Ker Sangri (shallow-fried),West,Veg,98,3.6,14.4,3.1,4.2,42,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2884,Vegetable Biryani (baked),North,Veg,197,4.6,33.7,5.9,2.3,64,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2885,Momos (veg) (grilled),East,Veg,187,5.6,28.8,5.7,2.3,60,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2886,Chicken Fried Rice (air-fried),East,Non-Veg,252,12.3,37.4,6.8,0.6,72,lunch|dinner,1,0,0,none,Synthetic (ICMR schema)
2887,Egg Dosa (air-fried),South,Egg,192,8.3,23.2,7.5,0.4,65,breakfast|lunch|snack,0,0,0,none,Synthetic (ICMR schema)
2888,Paneer Bhurji (grilled),North,Veg,260,14.3,5.2,20.8,0.9,25,breakfast|lunch|dinner|snack,1,1,1,none,Synthetic (ICMR schema)
2889,Aloo Paratha (baked),North,Veg,293,6.8,43.0,11.3,3.2,66,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2890,Aloo Sabzi (air-fried),North,Veg,105,2.0,18.7,3.7,1.9,60,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2891,Aloo Paratha (grilled),North,Veg,304,6.9,44.2,11.7,3.3,66,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2892,Paneer Bhurji (air-fried),North,Veg,248,13.9,5.0,19.8,1.2,25,breakfast|lunch|dinner|snack,1,1,1,none,Synthetic (ICMR schema)
2893,Dal Baati (stir-fried),West,Veg,399,10.2,60.3,14.7,4.9,60,breakfast|lunch|dinner|snack,1,0,1,none,Synthetic (ICMR schema)
2894,Aloo Sabzi (stir-fried),North,Veg,102,2.0,18.2,3.6,2.0,60,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2895,Aloo Paratha (grilled),North,Veg,328,7.2,47.1,12.7,2.9,66,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2896,Paneer Bhurji (baked),North,Veg,253,14.1,5.0,20.2,0.8,25,breakfast|lunch|dinner|snack,1,1,1,none,Synthetic (ICMR schema)
2897,Kadala Curry (air-fried),South,Veg,156,8.4,23.5,3.4,6.0,28,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2898,Prawn Biryani (air-fried),South,Non-Veg,252,14.4,31.2,8.9,0.5,65,lunch|dinner,1,0,0,none,Synthetic (ICMR schema)
2899,Egg Fried Rice (baked),East,Egg,224,8.1,35.5,6.6,0.7,72,breakfast|lunch|snack,0,0,0,none,Synthetic (ICMR schema)
2900,Aloo Sabzi (baked),North,Veg,106,2.1,18.9,3.7,1.8,60,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2901,Ker Sangri (shallow-fried),West,Veg,96,3.5,14.1,3.0,4.6,42,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2902,Momos (veg) (baked),East,Veg,166,5.3,26.2,5.1,2.1,60,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2903,Thukpa (shallow-fried),East,Non-Veg,145,8.2,20.9,3.3,1.8,55,lunch|dinner,0,0,0,none,Synthetic (ICMR schema)
2904,Laal Maas (stir-fried),West,Non-Veg,268,23.5,4.3,19.1,1.0,22,lunch|dinner,1,1,0,none,Synthetic (ICMR schema)
2905,Palak Dal (steamed),North,Veg,114,7.6,16.5,2.6,3.2,32,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2906,Fish Tikka (steamed),North,Non-Veg,187,25.5,3.6,8.3,0.8,20,lunch|dinner,1,1,0,none,Synthetic (ICMR schema)
2907,Veg Pulao (grilled),North,Veg,165,3.5,30.7,3.6,1.5,68,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2908,Aloo Paratha (air-fried),North,Veg,309,7.0,44.8,11.9,3.2,66,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2909,Kadala Curry (shallow-fried),South,Veg,159,8.5,23.9,3.5,5.8,28,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2910,Momos (chicken) (baked),East,Non-Veg,211,12.3,27.1,6.8,1.5,60,lunch|dinner,1,0,0,none,Synthetic (ICMR schema)
2911,Ker Sangri (baked),West,Veg,101,3.6,14.7,3.2,4.3,42,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2912,Thukpa (air-fried),East,Non-Veg,163,8.7,22.9,3.7,1.8,55,lunch|dinner,0,0,0,none,Synthetic (ICMR schema)
2913,Chicken Fried Rice (shallow-fried),East,Non-Veg,248,12.2,37.0,6.7,0.6,72,lunch|dinner,1,0,0,none,Synthetic (ICMR schema)
2914,Chicken Fried Rice (steamed),East,Non-Veg,259,12.5,38.2,7.0,0.5,72,lunch|dinner,1,0,0,none,Synthetic (ICMR schema)
2915,Ker Sangri (shallow-fried),West,Veg,88,3.4,13.2,2.8,4.4,42,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2916,Gatte Ki Sabzi (steamed),West,Veg,224,8.3,27.4,10.7,2.3,48,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2917,Gatte Ki Sabzi (air-fried),West,Veg,222,8.2,27.2,10.6,2.6,48,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2918,Ker Sangri (air-fried),West,Veg,92,3.4,13.6,2.9,4.6,42,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2919,Ker Sangri (shallow-fried),West,Veg,96,3.5,14.1,3.0,4.2,42,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2920,Momos (chicken) (shallow-fried),East,Non-Veg,195,11.9,25.5,6.4,1.2,60,lunch|dinner,1,0,0,none,Synthetic (ICMR schema)
2921,Vegetable Biryani (shallow-fried),North,Veg,182,4.5,31.6,5.4,2.2,64,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2922,Mutton Keema (air-fried),North,Non-Veg,243,21.7,3.9,17.5,0.8,22,lunch|dinner,1,1,0,none,Synthetic (ICMR schema)
2923,Mutton Keema (steamed),North,Non-Veg,237,21.4,3.8,17.1,0.9,22,lunch|dinner,1,1,0,none,Synthetic (ICMR schema)
2924,Paneer Bhurji (grilled),North,Veg,235,13.6,4.8,18.8,1.2,25,breakfast|lunch|dinner|snack,1,1,1,none,Synthetic (ICMR schema)
2925,Paneer Bhurji (baked),North,Veg,248,14.0,5.0,19.9,1.0,25,breakfast|lunch|dinner|snack,1,1,1,none,Synthetic (ICMR schema)
2926,Veg Pulao (steamed),North,Veg,154,3.4,29.1,3.4,1.4,68,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2927,Paneer Bhurji (grilled),North,Veg,269,14.5,5.3,21.5,1.1,25,breakfast|lunch|dinner|snack,1,1,1,none,Synthetic (ICMR schema)
2928,Momos (chicken) (grilled),East,Non-Veg,191,11.7,25.0,6.2,1.6,60,lunch|dinner,1,0,0,none,Synthetic (ICMR schema)
2929,Dal Baati (baked),West,Veg,383,10.0,58.3,14.1,5.2,60,breakfast|lunch|dinner|snack,1,0,1,none,Synthetic (ICMR schema)
2930,Palak Dal (steamed),North,Veg,115,7.7,16.5,2.6,3.0,32,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2931,Matar Paneer (baked),North,Veg,187,9.8,13.5,12.4,2.6,38,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2932,Prawn Biryani (grilled),South,Non-Veg,241,14.0,30.1,8.5,0.9,65,lunch|dinner,1,0,0,none,Synthetic (ICMR schema)
2933,Mutton Keema (grilled),North,Non-Veg,245,21.8,3.9,17.7,0.8,22,lunch|dinner,1,1,0,none,Synthetic (ICMR schema)
2934,Kadala Curry (grilled),South,Veg,160,8.5,24.0,3.5,6.0,28,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2935,Kadala Curry (stir-fried),South,Veg,168,8.7,25.0,3.7,6.1,28,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2936,Aloo Sabzi (air-fried),North,Veg,96,2.0,17.4,3.4,2.0,60,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2937,Momos (chicken) (baked),East,Non-Veg,193,11.8,25.3,6.3,1.5,60,lunch|dinner,1,0,0,none,Synthetic (ICMR schema)
2938,Chicken Shawarma (steamed),North,Non-Veg,298,20.3,25.6,12.3,1.3,55,lunch|dinner,1,0,0,none,Synthetic (ICMR schema)
2939,Egg Fried Rice (stir-fried),East,Egg,226,8.1,35.7,6.7,1.3,72,breakfast|lunch|snack,0,0,0,none,Synthetic (ICMR schema)
2940,Egg Dosa (shallow-fried),South,Egg,191,8.3,23.1,7.4,0.4,65,breakfast|lunch|snack,0,0,0,none,Synthetic (ICMR schema)
2941,Palak Dal (grilled),North,Veg,112,7.6,16.3,2.6,3.0,32,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2942,Dal Baati (grilled),West,Veg,393,10.2,59.6,14.5,5.0,60,breakfast|lunch|dinner|snack,1,0,1,none,Synthetic (ICMR schema)
2943,Palak Dal (shallow-fried),North,Veg,107,7.4,15.6,2.4,3.0,32,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2944,Prawn Biryani (grilled),South,Non-Veg,259,14.5,31.9,9.2,0.5,65,lunch|dinner,1,0,0,none,Synthetic (ICMR schema)
2945,Egg Dosa (steamed),South,Egg,173,7.8,21.3,6.7,0.6,65,breakfast|lunch|snack,0,0,0,none,Synthetic (ICMR schema)
2946,Mutton Keema (steamed),North,Non-Veg,241,21.6,3.9,17.3,0.6,22,lunch|dinner,1,1,0,none,Synthetic (ICMR schema)
2947,Mutton Keema (air-fried),North,Non-Veg,236,21.4,3.8,17.0,0.6,22,lunch|dinner,1,1,0,none,Synthetic (ICMR schema)
2948,Aloo Paratha (steamed),North,Veg,328,7.2,47.1,12.7,2.8,66,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2949,Gatte Ki Sabzi (grilled),West,Veg,210,8.0,26.0,10.0,2.4,48,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2950,Matar Paneer (steamed),North,Veg,202,10.2,14.4,13.5,2.8,38,breakfast|lunch|dinner|snack,1,0,1,none,Synthetic (ICMR schema)
2951,Gatte Ki Sabzi (grilled),West,Veg,223,8.2,27.3,10.6,2.4,48,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2952,Gatte Ki Sabzi (grilled),West,Veg,209,8.0,25.9,10.0,2.7,48,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2953,Thukpa (stir-fried),East,Non-Veg,159,8.6,22.5,3.6,1.7,55,lunch|dinner,0,0,0,none,Synthetic (ICMR schema)
2954,Vegetable Biryani (grilled),North,Veg,186,4.5,32.1,5.5,1.9,64,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2955,Ker Sangri (grilled),West,Veg,98,3.6,14.3,3.1,4.7,42,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2956,Palak Dal (steamed),North,Veg,111,7.5,16.1,2.5,2.9,32,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2957,Fish Tikka (stir-fried),North,Non-Veg,190,25.7,3.7,8.5,0.6,20,lunch|dinner,1,1,0,none,Synthetic (ICMR schema)
2958,Mutton Keema (baked),North,Non-Veg,252,22.1,4.0,18.1,0.7,22,lunch|dinner,1,1,0,none,Synthetic (ICMR schema)
2959,Vegetable Biryani (air-fried),North,Veg,188,4.5,32.4,5.6,1.8,64,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2960,Chicken Shawarma (shallow-fried),North,Non-Veg,275,19.5,23.9,11.4,1.7,55,lunch|dinner,1,0,0,none,Synthetic (ICMR schema)
2961,Momos (veg) (steamed),East,Veg,190,5.7,29.3,5.8,2.2,60,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2962,Mutton Keema (steamed),North,Non-Veg,257,22.3,4.1,18.5,0.9,22,lunch|dinner,1,1,0,none,Synthetic (ICMR schema)
2963,Egg Fried Rice (baked),East,Egg,219,8.0,34.9,6.5,1.3,72,breakfast|lunch|snack,0,0,0,none,Synthetic (ICMR schema)
2964,Chicken Fried Rice (baked),East,Non-Veg,235,11.9,35.4,6.4,0.8,72,lunch|dinner,1,0,0,none,Synthetic (ICMR schema)
2965,Gatte Ki Sabzi (grilled),West,Veg,218,8.2,26.8,10.4,2.4,48,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2966,Egg Dosa (grilled),South,Egg,176,7.9,21.6,6.9,0.4,65,breakfast|lunch|snack,0,0,0,none,Synthetic (ICMR schema)
2967,Prawn Biryani (baked),South,Non-Veg,236,13.9,29.6,8.3,0.5,65,lunch|dinner,1,0,0,none,Synthetic (ICMR schema)
2968,Kadala Curry (air-fried),South,Veg,158,8.4,23.7,3.5,5.8,28,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2969,Chicken Fried Rice (shallow-fried),East,Non-Veg,248,12.2,37.0,6.7,0.9,72,lunch|dinner,1,0,0,none,Synthetic (ICMR schema)
2970,Laal Maas (steamed),West,Non-Veg,293,24.6,4.7,20.9,1.2,22,lunch|dinner,1,1,0,none,Synthetic (ICMR schema)
2971,Fish Tikka (steamed),North,Non-Veg,188,25.5,3.6,8.3,0.6,20,lunch|dinner,1,1,0,none,Synthetic (ICMR schema)
2972,Veg Pulao (steamed),North,Veg,163,3.5,30.5,3.6,1.4,68,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2973,Momos (chicken) (shallow-fried),East,Non-Veg,192,11.8,25.1,6.2,1.5,60,lunch|dinner,1,0,0,none,Synthetic (ICMR schema)
2974,Momos (veg) (air-fried),East,Veg,182,5.5,28.3,5.6,1.8,60,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2975,Momos (chicken) (stir-fried),East,Non-Veg,212,12.4,27.2,6.9,1.5,60,lunch|dinner,1,0,0,none,Synthetic (ICMR schema)
2976,Aloo Paratha (baked),North,Veg,327,7.2,46.9,12.6,2.7,66,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2977,Kadala Curry (steamed),South,Veg,148,8.2,22.6,3.2,6.1,28,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2978,Momos (chicken) (grilled),East,Non-Veg,201,12.0,26.1,6.5,1.3,60,lunch|dinner,1,0,0,none,Synthetic (ICMR schema)
2979,Momos (chicken) (stir-fried),East,Non-Veg,200,12.0,26.0,6.5,1.6,60,lunch|dinner,1,0,0,none,Synthetic (ICMR schema)
2980,Momos (veg) (steamed),East,Veg,186,5.6,28.7,5.7,2.1,60,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2981,Aloo Paratha (steamed),North,Veg,306,7.0,44.5,11.8,2.7,66,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2982,Veg Pulao (shallow-fried),North,Veg,152,3.4,28.9,3.3,1.7,68,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2983,Chicken Fried Rice (steamed),East,Non-Veg,237,11.9,35.6,6.4,1.0,72,lunch|dinner,1,0,0,none,Synthetic (ICMR schema)
2984,Mutton Keema (air-fried),North,Non-Veg,250,22.0,4.0,18.0,0.6,22,lunch|dinner,1,1,0,none,Synthetic (ICMR schema)
2985,Kadala Curry (stir-fried),South,Veg,149,8.2,22.6,3.3,5.8,28,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2986,Paneer Bhurji (shallow-fried),North,Veg,257,14.2,5.1,20.5,1.3,25,breakfast|lunch|dinner|snack,1,1,1,none,Synthetic (ICMR schema)
2987,Prawn Biryani (shallow-fried),South,Non-Veg,231,13.7,29.1,8.2,0.8,65,lunch|dinner,1,0,0,none,Synthetic (ICMR schema)
2988,Chicken Shawarma (baked),North,Non-Veg,310,20.7,26.4,12.8,1.5,55,lunch|dinner,1,0,0,none,Synthetic (ICMR schema)
2989,Ker Sangri (baked),West,Veg,88,3.4,13.1,2.8,4.8,42,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
2990,Chicken Shawarma (steamed),North,Non-Veg,290,20.0,25.0,12.0,1.3,55,lunch|dinner,1,0,0,none,Synthetic (ICMR schema)
2991,Egg Fried Rice (steamed),East,Egg,212,7.9,34.0,6.3,0.9,72,breakfast|lunch|snack,0,0,0,none,Synthetic (ICMR schema)
